,Candidate,Party,Criminal.Cases,Education,Age,Total.Assets,Liabilities,Constituency,State,District,Year
6619,Murugan P,DMK,0,12th Pass,46,55876850,6520621,VEPPANAHALLI,TAMIL NADU,KRISHNAGIRI,2016
6620,Palanivel Thiyagarajan,DMK,0,Doctorate,50,344259084,0,MADURAI CENTRAL,TAMIL NADU,MADURAI,2016
6621,Moorthy P,DMK,0,12th Pass,57,33806103,1551198,MADURAI EAST,TAMIL NADU,MADURAI,2016
6622,Rajan Chellappa V.v,AIADMK,0,Post Graduate,66,57376403,18595201,MADURAI NORTH,TAMIL NADU,MADURAI,2016
6623,S.s.saravanan,AIADMK,0,Post Graduate,40,4959698,0,MADURAI SOUTH,TAMIL NADU,MADURAI,2016
6624,Sellur K. Raju,AIADMK,0,Graduate,63,11899416,1015993,MADURAI WEST,TAMIL NADU,MADURAI,2016
6625,Periyapullan @ Selvam P,AIADMK,0,Graduate,44,6872218,435000,MELUR,TAMIL NADU,MADURAI,2016
6626,Manickam K,AIADMK,2,Others,50,172769290,47421283,SHOLAVANDAN,TAMIL NADU,MADURAI,2016
6627,Udhayakumar.r.b,AIADMK,0,Post Graduate,43,3175212,0,THIRUMANGALAM,TAMIL NADU,MADURAI,2016
6628,Bose.a.k,AIADMK,0,Graduate,67,16626000,0,THIRUPARANKUNDRAM,TAMIL NADU,MADURAI,2016
6629,Seenivel S M,AIADMK,0,10th Pass,65,20505294,953000,THIRUPARANKUNDRAM,TAMIL NADU,MADURAI,2016
6630,Needipathi P,AIADMK,0,Graduate,49,3545300,0,USILAMPATTI,TAMIL NADU,MADURAI,2016
6631,Mathivanan U,DMK,0,Graduate Professional,58,4490089,2335347,KILVELUR,TAMIL NADU,NAGAPATTINAM,2016
6632,V.radhakrishnan,AIADMK,0,12th Pass,52,8012346,814783,MAYILADUTHURAI,TAMIL NADU,NAGAPATTINAM,2016
6633,Thamimun Ansari,AIADMK,0,Graduate,40,2423277,0,NAGAPATTINAM,TAMIL NADU,NAGAPATTINAM,2016
6634,S.pavunraj,AIADMK,0,10th Pass,58,29248735,1200000,POOMPUHAR,TAMIL NADU,NAGAPATTINAM,2016
6635,P.v.bharathi,AIADMK,0,Graduate,57,10364167,75000,SIRKAZHI,TAMIL NADU,NAGAPATTINAM,2016
6636,Manian.o.s,AIADMK,0,12th Pass,62,11308289,2182018,VEDARANYAM,TAMIL NADU,NAGAPATTINAM,2016
6637,P.thangamani,AIADMK,1,10th Pass,56,16336008,0,KUMARAPALAYAM,TAMIL NADU,NAMAKKAL,2016
6638,Baskar. K.p.p,AIADMK,2,12th Pass,46,26553527,3942723,NAMAKKAL,TAMIL NADU,NAMAKKAL,2016
6639,Moorthiy. K. S,DMK,0,Graduate,53,28966229,7140347,PARAMATHI-VELUR,TAMIL NADU,NAMAKKAL,2016
6640,Saroja V,AIADMK,0,Post Graduate,68,36658489,4499150,RASIPURAM,TAMIL NADU,NAMAKKAL,2016
6641,Chandrasekaran C,AIADMK,0,12th Pass,49,15672998,2500000,SENTHAMANGALAM,TAMIL NADU,NAMAKKAL,2016
6642,Saraswathi.pon,AIADMK,0,Graduate,55,83867803,7103912,TIRUCHENGODU,TAMIL NADU,NAMAKKAL,2016
6643,R.t.ramachandran,AIADMK,0,8th Pass,43,15138297,2603637,KUNNAM,TAMIL NADU,PERAMBALUR,2016
6644,R.thamizhselvan,AIADMK,3,Graduate,42,13243052,2384590,PERAMBALUR,TAMIL NADU,PERAMBALUR,2016
6645,Meyyanathan .siva .v,DMK,1,Post Graduate,47,8858088,665000,ALANGUDI,TAMIL NADU,PUDUKKOTTAI,2016
6646,Rathinasabhapathy E,AIADMK,1,10th Pass,61,11290000,3685775,ARANTHANGI,TAMIL NADU,PUDUKKOTTAI,2016
6647,Arumugam.b,AIADMK,0,Literate,54,8302000,0,GANDHARVAKOTTAI,TAMIL NADU,PUDUKKOTTAI,2016
6648,Periyannan Arassu,DMK,0,Post Graduate,48,12212707,2758075,PUDUKKOTTAI,TAMIL NADU,PUDUKKOTTAI,2016
6649,Regupathy S,DMK,2,Graduate Professional,65,106557316,0,THIRUMAYAM,TAMIL NADU,PUDUKKOTTAI,2016
6650,Vijaya Baskar C,AIADMK,1,Graduate Professional,42,90877330,99159570,VIRALIMALAI,TAMIL NADU,PUDUKKOTTAI,2016
6651,S.pandi,INC,0,Graduate,69,120150389,0,MUDHUKULATHUR,TAMIL NADU,RAMANATHAPURAM,2016
6652,Muthiah.s.dr,AIADMK,0,Post Graduate,59,42382484,2336668,PARAMAKUDI,TAMIL NADU,RAMANATHAPURAM,2016
6653,Manikandan.m,AIADMK,3,Post Graduate,39,44638453,110000,RAMANATHAPURAM,TAMIL NADU,RAMANATHAPURAM,2016
6654,Karunaas,AIADMK,2,12th Pass,46,18493290,259000,TIRUVADANAI,TAMIL NADU,RAMANATHAPURAM,2016
6655,Chinnathambi R M,AIADMK,1,10th Pass,55,3186371,249547,ATTUR,TAMIL NADU,SALEM,2016
6656,Edappadi K. Palaniswami,AIADMK,0,12th Pass,62,78066586,3373336,EDAPPADI,TAMIL NADU,SALEM,2016
6657,S.semmalai,AIADMK,0,Graduate Professional,70,94762184,2674066,METTUR,TAMIL NADU,SALEM,2016
6658,S.vetrivel,AIADMK,0,Graduate Professional,44,77186038,971158,OMALUR,TAMIL NADU,SALEM,2016
6659,Rajendran.r,DMK,3,Graduate Professional,56,18655750,2.00E+06,SALEM (NORTH),TAMIL NADU,SALEM,2016
6660,Sakthivel A B,AIADMK,0,12th Pass,45,10479524,470000,SALEM (SOUTH),TAMIL NADU,SALEM,2016
6661,Venkatachalam.g,AIADMK,0,8th Pass,51,17466567,3213730,SALEM (WEST),TAMIL NADU,SALEM,2016
6662,S.raja,AIADMK,0,Post Graduate,49,19545380,31794,SANKARI,TAMIL NADU,SALEM,2016
6663,P. Manonmani,AIADMK,0,Graduate,53,16802566,3911555,VEERAPANDI,TAMIL NADU,SALEM,2016
6664,Chitra.g,AIADMK,0,5th Pass,35,2684757,0,YERCAUD,TAMIL NADU,SALEM,2016
6665,Ramasamy Kr,INC,0,10th Pass,64,18634804,0,KARAIKUDI,TAMIL NADU,SIVAGANGAI,2016
6666,Mariappankennady S,AIADMK,0,Graduate,40,2312251,0,MANAMADURAI,TAMIL NADU,SIVAGANGAI,2016
6667,Baskaran G,AIADMK,0,10th Pass,65,9185316,2553277,SIVAGANGA,TAMIL NADU,SIVAGANGAI,2016
6668,G.anbalagan,DMK,1,10th Pass,67,200283824,31046772,KUMBAKONAM,TAMIL NADU,THANJAVUR,2016
6669,Ramchandran. M,DMK,0,Graduate Professional,70,10220976,0,ORATHANADU,TAMIL NADU,THANJAVUR,2016
6670,Sekar. V,AIADMK,0,Graduate Professional,54,21634585,528441,PATTUKKOTTAI,TAMIL NADU,THANJAVUR,2016
6671,Govindarasu M,AIADMK,0,10th Pass,65,7209474,1184874,PERAVURANI,TAMIL NADU,THANJAVUR,2016
6672,Rengasamy.m,AIADMK,0,Graduate Professional,60,11205799,1882102,THANJAVUR,TAMIL NADU,THANJAVUR,2016
6673,Durai.chandrasekaran,DMK,2,Graduate Professional,56,22201072,542982,THIRUVAIYARU,TAMIL NADU,THANJAVUR,2016
6674,Chezhiaan.govi,DMK,0,Doctorate,50,3498449,75258,THIRUVIDAIMARUDUR,TAMIL NADU,THANJAVUR,2016
6675,Ramu A,AIADMK,2,Graduate,52,141936093,3350027,COONOOR,TAMIL NADU,THE NILGIRIS,2016
6676,Thiravidamani.m,DMK,0,Post Graduate,56,12872017,0,GUDALUR,TAMIL NADU,THE NILGIRIS,2016
6677,Ganesh R,INC,0,Post Graduate,53,6188584,871485,UDHAGAMANDALAM,TAMIL NADU,THE NILGIRIS,2016
6678,Thiru O.panneerselvam,AIADMK,0,12th Pass,65,15365075,2500735,BODINAYAKANUR,TAMIL NADU,THENI,2016
6679,S.t.k.jakkaiyan,AIADMK,2,Graduate Professional,66,19027634,1198925,CUMBUM,TAMIL NADU,THENI,2016
6680,Kathirkamu.k,AIADMK,0,Post Graduate,58,37632162,6456500,PERIYAKULAM,TAMIL NADU,THENI,2016
6681,Alexander V,AIADMK,0,Graduate Professional,44,31286265,5874859,AMBATTUR,TAMIL NADU,THIRUVALLUR,2016
6682,Pandia Rajan K,AIADMK,0,Post Graduate,56,210035396,50767247,AVADI,TAMIL NADU,THIRUVALLUR,2016
6683,Vijayakumar K S,AIADMK,0,12th Pass,45,30925017,3849035,GUMMIDIPOONDI,TAMIL NADU,THIRUVALLUR,2016
6684,Sudharsanam S,DMK,0,Post Graduate,57,319757996,31636161,MADAVARAM,TAMIL NADU,THIRUVALLUR,2016
6685,Benjamin P,AIADMK,0,Graduate,46,230247965,6544326,MADURAVOYAL,TAMIL NADU,THIRUVALLUR,2016
6686,Balaraman P,AIADMK,0,Post Graduate,55,16203000,1399147,PONNERI,TAMIL NADU,THIRUVALLUR,2016
6687,Elumalai T A,AIADMK,0,Graduate Professional,51,24934578,6618620,POONMALLAE,TAMIL NADU,THIRUVALLUR,2016
6688,Raajendran V G,DMK,0,Others,48,175628058,114102948,THIRUVALLUR,TAMIL NADU,THIRUVALLUR,2016
6689,Narasimhan P M,AIADMK,0,Post Graduate,66,25850980,0,TIRUTTANI,TAMIL NADU,THIRUVALLUR,2016
6690,"Ramachandaran, S",AIADMK,0,12th Pass,58,21862125,2422934,ARANI,TAMIL NADU,THIRUVANNAMALAI,2016
6691,Giri .m.p,DMK,0,12th Pass,41,6154375,311114,CHENGAM,TAMIL NADU,THIRUVANNAMALAI,2016
6692,Mohan K,AIADMK,0,12th Pass,58,27253485,140000,CHEYYAR,TAMIL NADU,THIRUVANNAMALAI,2016
6693,Panneerselvam V,AIADMK,0,10th Pass,44,9775760,7.00E+06,KALASAPAKKAM,TAMIL NADU,THIRUVANNAMALAI,2016
6694,Pitchandi K,DMK,2,Post Graduate,62,38144965,1958916,KILPENNATHUR,TAMIL NADU,THIRUVANNAMALAI,2016
6695,Sekaran.k.v,DMK,0,10th Pass,58,43071457,4770350,POLUR,TAMIL NADU,THIRUVANNAMALAI,2016
6696,"Velu,e.v.",DMK,4,Post Graduate,66,172136963,0,TIRUVANNAMALAI,TAMIL NADU,THIRUVANNAMALAI,2016
6697,"Ambethkumar, S",DMK,0,10th Pass,40,15426000,0,VANDAVASI,TAMIL NADU,THIRUVANNAMALAI,2016
6698,Rajaa.t.r.b,DMK,0,Post Graduate,39,332170099,147813770,MANNARGUDI,TAMIL NADU,THIRUVARUR,2016
6699,R.kamaraj,AIADMK,0,Post Graduate,55,26385842,0,NANNILAM,TAMIL NADU,THIRUVARUR,2016
6700,Adalarasan P,DMK,0,Post Graduate,34,7056441,0,THIRUTHURAIPOONDI,TAMIL NADU,THIRUVARUR,2016
6701,Karunanidhi. M,DMK,15,8th Pass,92,629935576,119437427,THIRUVARUR,TAMIL NADU,THIRUVARUR,2016
6702,C. Kadambur Raju,AIADMK,0,12th Pass,56,9416700,405500,KOVILPATTI,TAMIL NADU,THOOTHUKUDI,2016
6703,Sundararaj.r,AIADMK,0,Graduate,49,39742573,6299099,OTTAPIDARAM,TAMIL NADU,THOOTHUKUDI,2016
6704,S.p. Shunmuganathan,AIADMK,4,8th Pass,61,22775432,206465,SRIVAIKUNTAM,TAMIL NADU,THOOTHUKUDI,2016
6705,Geetha Jeevan P,DMK,1,Post Graduate,45,75565347,10324248,THOOTHUKKUDI,TAMIL NADU,THOOTHUKUDI,2016
6706,Anitha R Radhakrishnan,DMK,16,10th Pass,65,40976330,0,TIRUCHENDUR,TAMIL NADU,THOOTHUKUDI,2016
6707,Soundarapandian,DMK,1,12th Pass,51,13855876,2676000,LALGUDI,TAMIL NADU,TIRUCHIRAPPALLI,2016
6708,Parameswari. M,AIADMK,0,12th Pass,37,33510323,482000,MANACHANALLUR,TAMIL NADU,TIRUCHIRAPPALLI,2016
6709,Chandrasekar R,AIADMK,0,10th Pass,49,13572796,197660,MANAPPARAI,TAMIL NADU,TIRUCHIRAPPALLI,2016
6710,Selvarasu M,AIADMK,0,8th Pass,49,9027150,0,MUSIRI,TAMIL NADU,TIRUCHIRAPPALLI,2016
6711,Valarmathi.s,AIADMK,0,Post Graduate,50,13443374,3593716,SRIRANGAM,TAMIL NADU,TIRUCHIRAPPALLI,2016
6712,Anbil Mahesh Poyyamozhi,DMK,0,Post Graduate,38,40646902,2286920,THIRUVERUMBUR,TAMIL NADU,TIRUCHIRAPPALLI,2016
6713,Stalinkumar .s,DMK,0,Graduate Professional,31,13572753,35000,THURAIYUR,TAMIL NADU,TIRUCHIRAPPALLI,2016
6714,Natarajan .n.,AIADMK,0,10th Pass,66,11780440,0,TIRUCHIRAPPALLI (EAST),TAMIL NADU,TIRUCHIRAPPALLI,2016
6715,Nehru.k.n,DMK,11,12th Pass,63,37572526,4048732,TIRUCHIRAPPALLI (WEST),TAMIL NADU,TIRUCHIRAPPALLI,2016
6716,Dr. Poongothai Aladi Aruna,DMK,1,Graduate Professional,51,375388959,16233309,ALANGULAM,TAMIL NADU,TIRUNELVELI,2016
6717,R. Murugaiah Pandian,AIADMK,1,5th Pass,70,31140473,5.00E+05,AMBASAMUDRAM,TAMIL NADU,TIRUNELVELI,2016
6718,Muhammed Abubacker.k.a.m,IUML,0,12th Pass,44,12229966,0,KADAYANALLUR,TAMIL NADU,TIRUNELVELI,2016
6719,Vasanthakumar. H,INC,13,Post Graduate,66,3372686707,1219904171,NANGUNERI,TAMIL NADU,TIRUNELVELI,2016
6720,Narayanan V.,AIADMK,0,10th Pass,51,102302680,12180681,NANGUNERI,TAMIL NADU,TIRUNELVELI,2016
6721,Mohideen Khant.p.m,DMK,1,10th Pass,68,16602133,0,PALAYAMKOTTAI,TAMIL NADU,TIRUNELVELI,2016
6722,I. S. Inbadurai,AIADMK,0,Graduate Professional,50,7473422,0,RADHAPURAM,TAMIL NADU,TIRUNELVELI,2016
6723,V. M. Rajalakshmi,AIADMK,1,Post Graduate,30,5944853,2410773,SANKARANKOVIL,TAMIL NADU,TIRUNELVELI,2016
6724,Selvamohandas Pandian S,AIADMK,0,Others,46,26466380,10334123,TENKASI,TAMIL NADU,TIRUNELVELI,2016
6725,Lakshmanan A.l.s.,DMK,0,12th Pass,51,23024427,140223,TIRUNELVELI,TAMIL NADU,TIRUNELVELI,2016
6726,Manoharan A,AIADMK,0,5th Pass,37,2666971,1285000,VASUDEVANALLUR,TAMIL NADU,TIRUNELVELI,2016
6727,Dhanapal P,AIADMK,0,Post Graduate,64,7502272,0,AVANASHI,TAMIL NADU,TIRUPPUR,2016
6728,Kalimuthu.v.s.,INC,1,10th Pass,55,10031912,1098123,DHARAPURAM,TAMIL NADU,TIRUPPUR,2016
6729,Thaniyarasu U,AIADMK,6,Post Graduate,49,6828271,0,KANGAYAM,TAMIL NADU,TIRUPPUR,2016
6730,Jayaramakrishnan R,DMK,0,Graduate,49,85459974,7847646,MADATHUKULAM,TAMIL NADU,TIRUPPUR,2016
6731,Vijeyakumar K N,AIADMK,0,5th Pass,59,14039623,3400000,TIRUPPUR (NORTH),TAMIL NADU,TIRUPPUR,2016
6732,Gunasekaran S,AIADMK,0,12th Pass,47,21099844,6998946,TIRUPPUR (SOUTH),TAMIL NADU,TIRUPPUR,2016
6733,Radhakrishnan K,AIADMK,0,Graduate,50,16043773,0,UDUMALAIPETTAI,TAMIL NADU,TIRUPPUR,2016
6734,Balasubramani .r,AIADMK,0,8th Pass,48,25466247,5800000,AMBUR,TAMIL NADU,VELLORE,2016
6735,A.c.vilwanathan,DMK,0,10th Pass,60,32141412,3157854,AMBUR,TAMIL NADU,VELLORE,2016
6736,Nandakumar A P,DMK,2,12th Pass,47,255325869,76003569,ANAIKATTU,TAMIL NADU,VELLORE,2016
6737,Ravi S,AIADMK,0,Graduate Professional,52,1985091,1038701,ARAKKONAM,TAMIL NADU,VELLORE,2016
6738,Eswarappan J L,DMK,0,Graduate Professional,37,121466639,85621027,ARCOT,TAMIL NADU,VELLORE,2016
6739,Jayanthi Padmanabhan .c,AIADMK,0,Graduate Professional,35,23030913,6915000,GUDIYATTAM,TAMIL NADU,VELLORE,2016
6740,Duraimurugan,DMK,4,Post Graduate,77,297880701,0,KATPADI,TAMIL NADU,VELLORE,2016
6741,Loganathan.g,AIADMK,0,12th Pass,54,1445900,0,KILVAITHINANKUPPAM,TAMIL NADU,VELLORE,2016
6742,R.gandhi,DMK,1,10th Pass,70,363495287,173304650,RANIPET,TAMIL NADU,VELLORE,2016
6743,Parthiban.n.g,AIADMK,1,Graduate Professional,41,6582388,0,SHOLINGUR,TAMIL NADU,VELLORE,2016
6744,Nallathambi. A,DMK,1,12th Pass,40,12352515,5561559,TIRUPATTUR,TAMIL NADU,VELLORE,2016
6745,Nilofer,AIADMK,0,Graduate Professional,53,18403943,2326646,VANIYAMBADI,TAMIL NADU,VELLORE,2016
6746,Karthikeyan .p,DMK,0,5th Pass,54,158803164,11157653,VELLORE,TAMIL NADU,VELLORE,2016
6747,Masthan K S,DMK,0,8th Pass,60,51759474,6683692,GINGEE,TAMIL NADU,VILLUPURAM,2016
6748,Prabhu A,AIADMK,0,Graduate Professional,31,19638962,2146557,KALLAKURICHI,TAMIL NADU,VILLUPURAM,2016
6749,Masilamani R,DMK,0,Graduate Professional,65,19363966,197096,MAILAM,TAMIL NADU,VILLUPURAM,2016
6750,Karthikeyan.k,DMK,0,10th Pass,38,37181844,6814781,RISHIVANDIYAM,TAMIL NADU,VILLUPURAM,2016
6751,Udhayasuriyan.t,DMK,0,Graduate,52,57257160,310269,SANKARAPURAM,TAMIL NADU,VILLUPURAM,2016
6752,Seethapathy P,DMK,0,Post Graduate,66,14955453,394153,TINDIVANAM,TAMIL NADU,VILLUPURAM,2016
6753,Ponmudy K,DMK,4,Doctorate,65,116946476,16360814,TIRUKKOYILUR,TAMIL NADU,VILLUPURAM,2016
6754,Kumaraguru R,AIADMK,9,Graduate,55,18965250,648563,ULUNDURPETTAI,TAMIL NADU,VILLUPURAM,2016
6755,Chakrapani M,AIADMK,0,Graduate,62,5771288,0,VANUR,TAMIL NADU,VILLUPURAM,2016
6756,Rathamani.k,DMK,0,Post Graduate,67,3218000,240000,VIKRAVANDI,TAMIL NADU,VILLUPURAM,2016
6757,Shanmugam C Ve,AIADMK,5,Graduate Professional,50,26027156,2700000,VILLUPURAM,TAMIL NADU,VILLUPURAM,2016
6758,Ramachandran.k.k.s.s.r.,DMK,3,8th Pass,67,32255670,13917231,ARUPPUKKOTTAI,TAMIL NADU,VIRUDHUNAGAR,2016
6759,Thangappandian. S,DMK,4,5th Pass,47,100629000,61720669,RAJAPALAYAM,TAMIL NADU,VIRUDHUNAGAR,2016
6760,"Subramanian,s.g.",AIADMK,0,8th Pass,54,4009005,0,SATTUR,TAMIL NADU,VIRUDHUNAGAR,2016
6761,Rajenthrabhalaji K.t,AIADMK,0,10th Pass,52,21425334,3700000,SIVAKASI,TAMIL NADU,VIRUDHUNAGAR,2016
6762,Chandra Prabha. M,AIADMK,0,Post Graduate,35,4024268,24541,SRIVILLIPUTHUR,TAMIL NADU,VIRUDHUNAGAR,2016
6763,Thangam Thennarasu,DMK,1,Graduate Professional,49,60739034,4600000,TIRUCHULI,TAMIL NADU,VIRUDHUNAGAR,2016
6764,A.r.r.seenivasan,DMK,0,Graduate,59,9153723,1775237,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,2016
6765,Sourav Chakraborty,AITC,1,Doctorate,43,11425498,0,ALIPURDUARS,WEST BENGAL,ALIPURDUAR,2016
6766,lson Champramary,AITC,2,8th Pass,39,5351808,93492,KALCHINI (ST),WEST BENGAL,ALIPURDUAR,2016
6767,James Kujur,AITC,0,Graduate,59,81245571,0,KUMARGRAM (ST),WEST BENGAL,ALIPURDUAR,2016
6768,Manoj Tigga,BJP,3,Graduate,43,610642,482000,MADARIHAT (ST),WEST BENGAL,ALIPURDUAR,2016
6769,Shampa Daripa,INC,0,Graduate,53,14868951,109371,BANKURA,WEST BENGAL,BANKURA,2016
6770,Sujit Chakraborty,CPI(M),3,Graduate,48,1948712,1485000,BARJORA,WEST BENGAL,BANKURA,2016
6771,Tusharkanti Bhattacharya,INC,1,12th Pass,76,14434296,130000,BISHNUPUR,WEST BENGAL,BANKURA,2016
6772,Dhirendra Nath Layek,Revolutionary Socialist Party,0,12th Pass,63,1240138,195275,CHHATNA,WEST BENGAL,BANKURA,2016
6773,Shyamal Santra,AITC,0,Post Graduate,36,2714191,568438,KOTULPUR (SC),WEST BENGAL,BANKURA,2016
6774,Arup Kumar Khan,AITC,0,Graduate,60,3134794,0,ONDA,WEST BENGAL,BANKURA,2016
6775,Birendra Nath Tudu,AITC,0,10th Pass,55,1951753,0,RAIPUR (ST),WEST BENGAL,BANKURA,2016
6776,Jyostna Mandi,AITC,0,Others,31,196633,30000,RANIBANDH (ST),WEST BENGAL,BANKURA,2016
6777,Swapan Bouri,AITC,0,10th Pass,52,2448594,0,SALTORA (SC),WEST BENGAL,BANKURA,2016
6778,Ajit Ray,CPI(M),0,10th Pass,42,124797,0,SONAMUKHI (SC),WEST BENGAL,BANKURA,2016
6779,Samir Chakraborty,AITC,0,Graduate,56,405923000,0,TALDANGRA,WEST BENGAL,BANKURA,2016
6780,Tapas Banerjee,AITC,7,Graduate Professional,62,2750270,0,ASANSOL DAKSHIN,WEST BENGAL,BARDHAMAN,2016
6781,Moloy Ghatak,AITC,6,Graduate Professional,60,8809535,2294431,ASANSOL UTTAR,WEST BENGAL,BARDHAMAN,2016
6782,Abhedananda Thander,AITC,0,10th Pass,53,3207344,0,AUSGRAM (SC),WEST BENGAL,BARDHAMAN,2016
6783,Bidhan Upadhyay,AITC,1,12th Pass,46,11931211,2591552,BARBANI,WEST BENGAL,BARDHAMAN,2016
6784,Rabiranjan Chattopadhyay,AITC,0,Doctorate,75,5564979,0,BARDHAMAN DAKSHIN,WEST BENGAL,BARDHAMAN,2016
6785,Nisith Kumar Malik,AITC,0,12th Pass,47,425000,0,BARDHAMAN UTTAR (SC),WEST BENGAL,BARDHAMAN,2016
6786,Subhash Mondal,AITC,0,Graduate Professional,48,2614003,777433,BHATAR,WEST BENGAL,BARDHAMAN,2016
6787,Bishwanath Parial,INC,3,12th Pass,50,3953547,0,DURGAPUR PASCHIM,WEST BENGAL,BARDHAMAN,2016
6788,Santosh Debray,CPI(M),0,12th Pass,73,7719193,0,DURGAPUR PURBA,WEST BENGAL,BARDHAMAN,2016
6789,Alok Kumar Majhi,AITC,0,Graduate,33,668504,0,GALSI (SC),WEST BENGAL,BARDHAMAN,2016
6790,Samar Hazra,CPI(M),0,10th Pass,54,867324,60000,JAMALPUR (SC),WEST BENGAL,BARDHAMAN,2016
6791,Jahanara Khan,CPI(M),1,Graduate,50,1081339,0,JAMURIA,WEST BENGAL,BARDHAMAN,2016
6792,Biswajit Kundu,AITC,0,10th Pass,42,6635590,1566286,KALNA (SC),WEST BENGAL,BARDHAMAN,2016
6793,Rabindranath Chatterjee,AITC,1,Graduate,66,15674547,0,KATWA,WEST BENGAL,BARDHAMAN,2016
6794,Sekh Sahanawaz,AITC,15,12th Pass,57,2914169,51700,KETUGRAM,WEST BENGAL,BARDHAMAN,2016
6795,Nabin Chandra Bag,AITC,0,Post Graduate,40,492497,0,KHANDAGHOSH (SC),WEST BENGAL,BARDHAMAN,2016
6796,Ujjal Chatterjee,AITC,0,Graduate,57,2534808,0,KULTI,WEST BENGAL,BARDHAMAN,2016
6797,Siddiqullah Chowdhury,AITC,1,Graduate,67,13925322,131680,MANGALKOT,WEST BENGAL,BARDHAMAN,2016
6798,Nargis Begum,AITC,0,10th Pass,51,7140187,0,MEMARI,WEST BENGAL,BARDHAMAN,2016
6799,Sajal Panja,AITC,0,12th Pass,54,4714667,133000,MONTESWAR,WEST BENGAL,BARDHAMAN,2016
6800,Saikat Panja,AITC,0,Post Graduate,25,3423752,526668,MONTESWAR,WEST BENGAL,BARDHAMAN,2016
6801,Jitendra Nath Tewari,AITC,2,Graduate Professional,42,3787971,2200000,PANDABESWAR,WEST BENGAL,BARDHAMAN,2016
6802,Swapan Debnath,AITC,1,Post Graduate,64,6832901,0,PURBASTHALI DAKSHIN,WEST BENGAL,BARDHAMAN,2016
6803,Pradip Kumar Saha,CPI(M),0,Post Graduate,52,9143147,590000,PURBASTHALI UTTAR,WEST BENGAL,BARDHAMAN,2016
6804,Nepal Ghorui,AITC,2,Graduate,38,791261,0,RAINA (SC),WEST BENGAL,BARDHAMAN,2016
6805,Runu Dutta,CPI(M),5,10th Pass,62,1771756,0,RANIGANJ,WEST BENGAL,BARDHAMAN,2016
6806,Chandranath Sinha,AITC,0,Post Graduate,53,16236458,0,BOLPUR,WEST BENGAL,BIRBHUM,2016
6807,Naresh Chandra Bauri,AITC,1,Post Graduate,49,5474715,0,DUBRAJPUR (SC),WEST BENGAL,BIRBHUM,2016
6808,Miltan Rasid,INC,0,Post Graduate,41,3427605,0,HANSAN,WEST BENGAL,BIRBHUM,2016
6809,Monirul Islam,AITC,1,12th Pass,56,4168820,0,LABPUR,WEST BENGAL,BIRBHUM,2016
6810,Abhijit Roy,AITC,0,Graduate,47,3974548,0,MAYURESWAR,WEST BENGAL,BIRBHUM,2016
6811,Abdur Rahaman,AITC,1,Graduate,58,39494623,3467272,MURARAI,WEST BENGAL,BIRBHUM,2016
6812,Moinuddin Shams,AITC,0,Post Graduate,52,32635702,4.00E+05,NALHATI,WEST BENGAL,BIRBHUM,2016
6813,Shyamali Pradhan,CPI(M),0,Graduate,44,594838,0,NANOOR (SC),WEST BENGAL,BIRBHUM,2016
6814,Asish Banerjee,AITC,0,Doctorate,64,15959415,0,RAMPURHAT,WEST BENGAL,BIRBHUM,2016
6815,Nilabati Saha,AITC,0,Graduate,45,7537910,0,SAINTHIA (SC),WEST BENGAL,BIRBHUM,2016
6816,Asok Kumar Chattopadhyay,AITC,0,Post Graduate,58,135436705,43106920,SURI,WEST BENGAL,BIRBHUM,2016
6817,Mihir Goswami,AITC,0,Graduate Professional,62,10330101,0,COOCHBEHAR DAKSHIN,WEST BENGAL,COOCHBEHAR,2016
6818,Nagendra Nath Roy,AIFB,0,Post Graduate,59,6259725,234109,COOCHBEHAR UTTAR (SC),WEST BENGAL,COOCHBEHAR,2016
6819,Udayan Guha,AITC,2,Graduate,61,31759056,1129071,DINHATA,WEST BENGAL,COOCHBEHAR,2016
6820,Binay Krishna Barman,AITC,0,Graduate Professional,55,18335744,0,MATHABHANGA (SC),WEST BENGAL,COOCHBEHAR,2016
6821,Arghya Roy Pradhan,AITC,0,Graduate,44,3870220,0,MEKLIGANJ (SC),WEST BENGAL,COOCHBEHAR,2016
6822,Rabindra Nath Ghosh,AITC,0,Graduate,60,55504333,2541075,NATABARI,WEST BENGAL,COOCHBEHAR,2016
6823,Jagadish Chandra Barma Basunia,AITC,5,Graduate Professional,52,12881223,0,SITAI (SC),WEST BENGAL,COOCHBEHAR,2016
6824,Hiten Barman,AITC,0,12th Pass,66,2611132,0,SITALKUCHI (SC),WEST BENGAL,COOCHBEHAR,2016
6825,Fazal Karim Miah,AITC,0,8th Pass,65,2427023,0,TUFANGANJ,WEST BENGAL,COOCHBEHAR,2016
6826,Biswanath Choudhury,Revolutionary Socialist Party,0,Graduate,73,13711373,0,BALURGHAT,WEST BENGAL,DAKSHIN DINAJPUR,2016
6827,Goutam Das,INC,0,Graduate,42,3494838,45000,GANGARAMPUR (SC),WEST BENGAL,DAKSHIN DINAJPUR,2016
6828,Rafikul Islam,CPI(M),3,12th Pass,61,1935538,0,HARIRAMPUR,WEST BENGAL,DAKSHIN DINAJPUR,2016
